id	text	en	loc
12322	호버 삐 소리	Hover beep	Options.dinky
12323	호버 팝 효과	Hover pop	Options.dinky
12324	전체화면	Fullscreen	Options.dinky
12325	작은 글꼴	Small font	Options.dinky
12326	음악 %d%%	Music %d%%	Options.dinky
12327	효과음 %d%%	Sound %d%%	Options.dinky
12328	텍스트 속도: %s	Text speed: %s	Options.dinky
12329	모든 진행 상황 삭제 후 종료	Delete all progress and quit	Options.dinky
12330	사진 %d/%d장을 제출했습니다	You've handed in %d out of %d photos	Options.dinky
12331	확인	Ok	Options.dinky
12332	도움말	Help	Options.dinky
12333	종료	Quit	Options.dinky
12334	정말로 모든 진행 상황을 삭제하고 종료하시겠습니까?	Are you sure you want to delete ALL progress and quit?	Options.dinky
12335	삭제	DELETE	Options.dinky
12336	취소	Cancel	Options.dinky
12337	도움말!	Help!	Options.dinky
12338	● 왼쪽 클릭으로 커서에 표시된 명령을 실행합니다.	● Left-click to do what the cursor sentence says.	Options.dinky
12339	● 오른쪽 클릭으로 더 많은 동사를 표시합니다.	● Right-click to show more verbs.	Options.dinky
12340	● 인벤토리를 다른 인벤토리나 방 안의 물건 위로 드래그하세요.	● Drag inventory onto other inventory or room objects.	Options.dinky
12341	● 드래그할 때 문장이 나타나지 않으면	● When dragging, if no sentence appears, they can't	Options.dinky
12342	  함께 사용할 수 없는 겁니다.	  be used together.	Options.dinky
12343	● 카메라를 드래그해서 사진을 찍으세요.	● Drag Camera to take pictures.	Options.dinky
12344	● #{FFFF00}i#{} 키로 인벤토리를 표시/숨깁니다.	● Use #{FFFF00}i#{} to show/hide inventory.	Options.dinky
12345	● #{FFFF00}o#{} 키로 옵션을 표시/숨깁니다.	● Use #{FFFF00}o#{} to show/hide options.	Options.dinky
12346	● #{FFFF00}.#{} 키로 대화를 건너뜁니다.	● Use #{FFFF00}.#{} to skip dialog.	Options.dinky
12347	● #{FFFF00}ctrl-Q/cmd-Q#{}로 종료합니다.	● Use #{FFFF00}ctrl-Q/cmd-Q#{} to quit.	Options.dinky
12348	확인	Ok	Options.dinky
12349	지금 종료하면 이 사진 다섯 장의 진행 상황을 잃게 됩니다. 종료할까요?	Quit now and lose progress on these five photographs?	Options.dinky
12350	아니요!	NO!	Options.dinky
12351	종료	Quit	Options.dinky
12352	the	the	DefineActors.dinky
12353	the	the	DefineActors.dinky
12354	a	a	CoronersOffice.dinky
12355	아빠가 또 늦게까지 일하시나 보네.	Looks like Dad is working late again.	Vista.dinky
12356	일하는 레노어	Lenore working	DefineActors.dinky
12357	레노어	Lenore	DefineActors.dinky
12358	랜섬 더 클라운 포스터	Ransome the Clown poster	Alleyway.dinky
12359	물이 흐르는 수도꼭지	a faucet with running water	Bathroom.dinky
12360	물이 흐르는 세면대	a sink with running water	Bathroom.dinky
12361	수도꼭지	a faucet	Bathroom.dinky
12362	세면대	a sink	Bathroom.dinky
12363	데이브	Dave	Diner.dinky
12364	데이브	Dave	Diner.dinky
12365	데이브와 불덩이들	Dave and the fireballs	Diner.dinky
12366	신문 헤드라인	a newspaper headline	Nickel.dinky
12367	저 사람은 확실히 전직 대통령은 아니야.	He's definitely not an ex-president.	CityHall.dinky
12368	a	a	Nickel.dinky
12369	a	a	Nickel.dinky
12370	a	a	Nickel.dinky
12371	a	a	Nickel.dinky
12372	a	a	MainStreet.dinky
12373	a	a	MainStreet.dinky
12374	a	a	MainStreet.dinky
12375	a	a	MainStreet.dinky
12376	a	a	MainStreet.dinky
12377	a	a	MainStreet.dinky
12378	a	a	MainStreet.dinky
12379	무는 식물	snapping plant	QuickiePal.dinky
12380	식물	plant	QuickiePal.dinky
12381	a	a	QuickiePal.dinky
12382	a	a	QuickiePal.dinky
12383	a	a	QuickiePal.dinky
12384	a	a	QuickiePal.dinky
12385	a	a	QuickiePal.dinky
12386	a	a	QuickiePal.dinky
12387	랜섬 사탕 디스펜서	Ransome candy dispensers	QuickiePal.dinky
12388	a	a	PostOffice.dinky
12389	a	a	PostOffice.dinky
12390	a	a	PostOffice.dinky
12391	a	a	PostOffice.dinky
12392	a	a	PostOffice.dinky
12393	a	a	CityHall.dinky
12394	a	a	CityHall.dinky
12395	a	a	CityHall.dinky
12396	a	a	CityHall.dinky
12397	a	a	CityHall.dinky
12398	a	a	Alleyway.dinky
12399	a	a	Alleyway.dinky
12400	a	a	Alleyway.dinky
12401	a	a	Alleyway.dinky
12402	a	a	Alleyway.dinky
12403	a	a	Alleyway.dinky
12404	a	a	AStreet.dinky
12405	a	a	AStreet.dinky
12406	a	a	AStreet.dinky
12407	a	a	AStreet.dinky
12408	a	a	BookStore.dinky
12409	a	a	BookStore.dinky
12410	a	a	BookStore.dinky
12411	a	a	BookStore.dinky
12412	시	poem	BookStore.dinky
12413	쪽지	note	BookStore.dinky
12414	a	a	BookStore.dinky
12415	a	a	BookStore.dinky
12416	a	a	Bathroom.dinky
12417	a	a	Bathroom.dinky
12418	a	a	Bathroom.dinky
12419	a	a	Bathroom.dinky
12420	a	a	Bathroom.dinky
12421	a	a	Bathroom.dinky
12422	a	a	Bathroom.dinky
12423	a	a	Diner.dinky
12424	a	a	Diner.dinky
12425	a	a	Diner.dinky
12426	a	a	Diner.dinky
12427	a	a	Diner.dinky
12428	a	a	SheriffsOffice.dinky
12429	a	a	SheriffsOffice.dinky
12430	a	a	SheriffsOffice.dinky
12431	a	a	SheriffsOffice.dinky
12432	a	a	SheriffsOffice.dinky
12433	a	a	SheriffsOffice.dinky
12434	a	a	SheriffsOffice.dinky
12435	서랍	drawer	SheriffsOffice.dinky
12436	a	a	SheriffsOffice.dinky
12437	서랍	drawer	SheriffsOffice.dinky
12438	a	a	SheriffsOffice.dinky
12439	서랍	drawer	SheriffsOffice.dinky
12440	a	a	SheriffsOffice.dinky
12441	서랍	drawer	SheriffsOffice.dinky
12442	a	a	SheriffsOffice.dinky
12443	서랍	drawer	SheriffsOffice.dinky
12444	a	a	SheriffsOffice.dinky
12445	서랍	drawer	SheriffsOffice.dinky
12446	a	a	SheriffsOffice.dinky
12447	a	a	SheriffsOffice.dinky
12448	a	a	SheriffsOffice.dinky
12449	a	a	Bank.dinky
12450	a	a	Bank.dinky
12451	a	a	Bank.dinky
12452	a	a	Bank.dinky
12453	a	a	Bank.dinky
12454	a	a	Bank.dinky
12455	a	a	Vista.dinky
12456	a	a	CoronersOffice.dinky
12457	a	a	CoronersOffice.dinky
12458	a	a	CoronersOffice.dinky
12459	서랍	drawer	CoronersOffice.dinky
12460	a	a	CoronersOffice.dinky
12461	서랍	drawer	CoronersOffice.dinky
12462	a	a	CoronersOffice.dinky
12463	서랍	drawer	CoronersOffice.dinky
12464	a	a	CoronersOffice.dinky
12465	a	a	Inventory.dinky
12466	an	an	Inventory.dinky
12467	an	an	Inventory.dinky
12468	a	a	Inventory.dinky
12469	a	a	Inventory.dinky
12470	a	a	Inventory.dinky
12471	a	a	Inventory.dinky
12472	a	a	Inventory.dinky
12473	a	a	Inventory.dinky
12474	a	a	Inventory.dinky
12475	가장 느림	slowest	Options.dinky
12476	더 느림	slower	Options.dinky
12477	느림	slow	Options.dinky
12478	보통	normal	Options.dinky
12479	빠름	fast	Options.dinky
12480	더 빠름	faster	Options.dinky
12481	가장 빠름	fastest	Options.dinky
12482	그거 진짜 위험할 것 같은데.	That's probably really dangerous.	Alleyway.dinky
12483	어드벤처 게임 디자인 너무 오래 했나 봐.	I've been designing adventure games too long.	Alleyway.dinky
12484	빈 컵	empty glass	Inventory.dinky
12485	빈 컵	an empty glass	Inventory.dinky
